user_id,grade_id,role,coin,score,streak,days_since_last_study,vip_days_remaining,is_vip_active,unit_progress_percent,section_progress_percent,active_days_7d,active_days_14d,active_days_30d,lessons_completed_7d,lessons_completed_14d,lessons_completed_30d,questions_answered_7d,questions_answered_14d,questions_answered_30d,accuracy_7d,accuracy_14d,accuracy_30d,avg_attempt_count_7d,coins_earned_7d,coins_earned_30d,writing_eval_count_30d,speaking_eval_count_30d,avg_writing_ai_score_30d,avg_speaking_ai_score_30d,skip_item_quantity,listening_accuracy_30d,speaking_accuracy_30d,reading_accuracy_30d,writing_accuracy_30d,vocabulary_accuracy_30d,grammar_accuracy_30d,strong_skill,weak_skill,trend_label
1057,1,USER,45,729,0,15,0,0,46.9,50.2,0,0,0,0,0,0,2,4,9,29.8,36.3,37.4,2.34,8,19,0,0,0.0,0.0,0,20.6,44.9,51.7,52.5,38.1,43.0,writing,listening,DECLINING
1058,3,USER,153,2470,11,0,0,0,77.1,100.0,3,8,21,8,17,40,88,143,254,72.2,78.3,74.2,1.6,185,400,5,3,67.2,71.5,0,69.6,70.0,78.5,62.5,83.2,48.6,vocabulary,grammar,STABLE
1059,1,USER,169,1606,4,5,0,0,74.6,88.2,5,11,20,4,11,17,26,67,95,60.8,53.3,52.4,1.63,24,134,1,2,62.5,72.2,0,67.2,63.1,43.0,57.4,60.5,52.9,listening,reading,IMPROVING
1060,6,USER,114,2257,13,1,0,0,82.1,64.8,6,11,16,14,22,29,27,72,167,70.9,71.0,67.2,2.06,155,325,2,2,86.9,56.2,1,72.7,49.1,60.8,82.2,74.0,64.2,writing,speaking,STABLE
1061,12,USER,259,1430,3,11,0,0,43.5,43.3,2,6,8,3,6,14,47,71,100,61.5,59.6,62.9,2.23,42,137,1,2,57.0,64.1,3,56.1,63.9,65.0,57.3,63.7,55.9,reading,grammar,STABLE
1062,4,USER,424,2626,10,6,0,0,100.0,100.0,3,12,22,10,24,40,62,156,286,71.5,78.2,77.1,1.89,165,416,4,4,67.3,100.0,0,54.7,90.8,61.5,68.8,79.0,73.0,speaking,listening,STABLE
1063,10,USER,876,2837,22,0,325,1,64.9,78.3,6,14,28,18,32,54,91,159,258,61.8,60.4,55.8,1.82,254,549,4,4,50.6,54.4,0,53.0,57.1,54.6,53.4,58.9,73.0,grammar,listening,IMPROVING
1064,12,USER,614,2693,15,0,0,0,51.0,43.8,5,10,14,4,10,25,86,126,245,73.7,74.2,68.9,1.15,124,303,2,3,60.1,67.9,0,69.3,65.0,70.2,56.7,62.9,88.0,grammar,writing,IMPROVING
1065,8,USER,1131,3330,28,3,316,1,71.5,84.8,5,13,27,20,36,56,133,194,336,70.4,68.6,64.7,1.45,249,601,2,3,63.8,71.3,0,46.6,61.3,54.2,64.3,75.9,68.3,vocabulary,listening,IMPROVING
1066,7,USER,549,2353,13,4,0,0,62.6,73.4,5,9,16,11,17,31,61,78,197,66.0,62.7,59.5,1.85,94,298,6,0,67.8,0.0,0,63.0,67.3,55.3,65.7,39.7,45.3,speaking,vocabulary,IMPROVING
1067,11,USER,319,2644,6,9,0,0,65.4,82.2,4,13,18,12,21,36,83,153,234,60.5,57.9,60.8,1.71,137,371,2,3,79.6,47.2,1,76.7,43.6,63.4,72.8,63.0,55.5,listening,speaking,STABLE
1068,3,USER,653,1593,13,8,351,1,38.1,48.7,4,8,14,2,6,16,59,99,139,54.2,60.2,63.1,2.04,88,214,1,0,71.6,0.0,0,46.6,53.6,64.4,67.5,47.6,85.0,grammar,listening,DECLINING
1069,9,USER,392,3043,17,3,125,1,76.5,100.0,4,9,21,25,31,46,170,231,374,46.6,50.9,53.7,1.98,160,469,5,4,58.2,62.7,1,42.2,45.4,62.7,57.2,32.8,53.3,reading,vocabulary,DECLINING
1070,6,USER,618,1857,7,6,216,1,86.0,72.3,3,9,12,6,8,20,37,67,126,46.1,51.3,52.6,1.8,97,207,0,2,0.0,38.5,0,63.1,39.1,52.9,55.3,78.0,47.0,vocabulary,speaking,DECLINING
1071,9,USER,205,1425,9,5,29,1,66.1,61.0,5,7,14,8,12,20,34,63,94,67.4,65.6,70.8,1.55,63,226,3,1,75.0,71.8,4,70.0,62.5,68.1,80.1,75.7,81.1,grammar,speaking,STABLE
1072,7,USER,436,2567,9,8,0,0,47.4,35.2,3,11,15,7,17,32,49,100,206,63.8,60.9,57.4,1.62,88,292,2,4,34.0,65.2,0,65.8,60.1,59.1,27.1,75.2,60.3,vocabulary,writing,IMPROVING
1073,3,USER,183,1039,4,4,0,0,69.0,54.3,0,5,7,3,7,13,54,78,110,65.6,58.2,59.2,1.64,42,133,1,4,59.8,66.5,1,70.3,71.6,62.9,55.4,43.8,57.9,speaking,vocabulary,IMPROVING
1074,8,USER,273,1096,16,9,0,0,30.7,41.5,2,2,5,1,3,5,9,17,42,56.1,52.6,52.3,1.82,29,65,0,0,0.0,0.0,0,47.5,38.4,62.4,42.5,63.8,52.5,vocabulary,speaking,STABLE
1075,4,USER,411,1778,11,0,314,1,89.9,73.5,4,8,22,10,22,29,56,96,167,55.7,54.6,54.4,1.87,98,280,5,0,36.7,0.0,2,83.1,56.6,52.8,34.5,63.2,52.9,listening,writing,STABLE
1076,10,USER,649,1412,4,4,138,1,43.2,41.9,3,4,11,3,9,18,39,59,111,44.7,41.0,43.8,2.04,41,192,0,0,0.0,0.0,0,60.0,51.4,55.2,45.6,26.5,41.7,listening,vocabulary,STABLE
1077,8,USER,657,2955,11,6,0,0,79.2,82.5,5,9,23,13,24,43,95,156,327,65.8,60.3,65.4,1.49,129,432,3,4,59.5,76.3,0,50.0,69.6,67.4,61.0,69.6,61.1,speaking,listening,STABLE
1078,2,USER,668,2696,7,2,171,1,77.5,74.9,4,13,24,7,15,39,121,182,246,66.1,68.9,67.5,1.52,162,424,5,5,67.1,82.0,1,65.4,75.2,64.7,68.8,54.2,63.9,speaking,vocabulary,STABLE
1079,8,USER,247,1500,5,3,0,0,45.4,54.9,0,4,8,5,7,10,33,47,65,45.7,59.2,61.8,2.12,45,96,2,0,54.5,0.0,0,62.5,63.5,58.1,63.2,51.4,52.5,speaking,vocabulary,DECLINING
1080,8,USER,331,1572,9,7,0,0,76.2,81.4,2,9,18,7,14,27,46,109,152,65.3,60.3,64.0,1.55,100,242,2,5,72.7,47.3,3,59.2,57.0,55.8,59.7,73.2,58.5,vocabulary,reading,STABLE
1081,11,USER,369,1474,5,0,0,0,55.2,60.4,3,8,13,7,15,23,48,65,107,61.6,62.4,60.6,1.93,85,212,1,0,51.4,0.0,0,51.6,63.9,68.3,46.1,66.6,43.9,reading,grammar,STABLE
1082,5,USER,623,2025,31,0,0,0,79.8,65.2,6,11,24,6,14,32,97,129,232,70.2,64.2,66.1,1.45,168,390,3,2,59.2,64.9,0,60.0,65.7,88.9,64.5,44.1,64.1,reading,vocabulary,IMPROVING
1083,4,USER,180,1968,12,7,0,0,76.3,68.1,5,7,12,10,16,27,34,85,170,67.7,68.8,65.7,1.96,112,282,2,3,71.0,90.0,0,66.2,85.0,53.8,69.1,70.0,69.4,speaking,reading,STABLE
1084,9,USER,547,2949,7,9,0,0,80.1,79.6,4,10,18,21,30,47,96,133,295,59.5,63.6,67.4,1.54,191,471,5,4,40.5,69.4,3,85.6,70.1,69.8,50.4,63.5,70.3,listening,writing,DECLINING
1085,10,USER,256,2100,11,5,56,1,66.9,53.5,4,8,14,4,9,21,66,83,151,84.7,79.5,77.3,1.46,43,206,2,3,76.1,90.1,0,57.0,91.2,79.4,81.1,78.3,82.1,speaking,listening,IMPROVING
1086,5,USER,148,1564,11,7,0,0,46.2,57.5,1,12,13,9,14,21,33,72,96,36.1,39.9,48.8,2.47,67,183,2,2,54.9,40.6,0,44.0,42.7,52.8,44.9,52.9,54.0,grammar,speaking,DECLINING
1087,4,USER,386,3512,23,4,0,0,82.7,82.0,4,9,23,10,26,48,68,137,354,75.0,67.6,64.4,1.16,154,524,6,5,51.5,76.3,2,55.6,70.7,70.3,59.1,65.5,70.4,speaking,listening,IMPROVING
1088,6,USER,715,1527,5,1,304,1,77.5,58.7,3,10,12,5,11,23,43,80,124,72.5,68.8,71.4,1.26,81,232,2,3,78.1,68.6,0,64.0,66.7,38.2,83.6,68.3,71.6,writing,reading,STABLE
1089,4,USER,355,2142,20,7,0,0,50.3,59.4,4,9,17,15,25,36,129,168,258,50.3,49.1,45.3,1.67,84,314,0,7,0.0,27.2,3,56.3,28.9,38.9,36.3,55.6,58.4,grammar,speaking,IMPROVING
1090,5,USER,442,1883,9,0,10,1,46.2,46.3,5,11,18,5,9,24,64,81,157,52.4,53.6,53.9,1.72,97,213,3,7,43.4,47.0,1,50.7,46.6,52.3,44.4,65.5,62.5,vocabulary,writing,STABLE
1091,10,USER,487,2387,15,1,257,1,74.2,68.0,6,12,18,9,22,36,41,67,171,73.2,72.6,66.9,1.6,118,373,3,4,70.4,71.2,5,69.6,65.5,74.2,68.9,75.1,58.8,vocabulary,grammar,IMPROVING
1092,4,USER,326,2225,12,3,0,0,71.3,75.3,3,8,14,5,13,25,74,149,224,53.2,50.5,53.3,1.93,96,234,1,2,50.7,56.2,0,57.7,59.1,57.8,33.2,46.0,47.0,speaking,writing,STABLE
1093,7,USER,594,1052,17,3,355,1,40.6,44.8,4,4,7,3,4,11,39,50,81,50.1,47.8,47.6,2.07,32,104,2,0,66.3,0.0,1,36.6,47.1,61.0,63.5,35.4,54.3,writing,vocabulary,STABLE
1094,2,USER,0,1758,9,0,0,0,30.4,52.9,4,7,11,8,11,17,31,71,141,70.1,66.7,61.9,1.25,45,176,0,1,0.0,74.5,1,62.8,81.1,52.1,54.3,56.7,37.2,speaking,grammar,IMPROVING
1095,10,USER,429,2847,13,1,64,1,78.6,87.4,2,11,18,13,30,41,63,131,353,55.9,58.5,57.0,1.41,81,440,5,4,62.1,44.5,0,68.7,32.8,65.8,55.7,58.5,55.3,listening,speaking,STABLE
1096,11,USER,3,1033,11,9,0,0,61.0,82.2,3,5,14,5,8,13,18,27,72,55.8,57.9,56.8,1.79,46,134,1,0,41.8,0.0,0,47.4,63.3,64.3,47.1,68.4,57.5,vocabulary,writing,STABLE
1097,10,USER,165,1284,10,3,0,0,58.3,42.4,1,5,8,3,6,13,36,63,99,61.2,62.0,59.2,1.77,37,144,0,1,0.0,63.9,0,72.2,58.4,86.1,52.1,57.6,64.0,reading,writing,STABLE
1098,7,USER,92,2654,0,2,0,0,48.0,42.9,2,10,17,8,14,36,112,142,208,53.2,56.5,59.4,1.51,150,320,4,2,71.5,51.6,0,46.9,50.9,50.4,67.3,44.5,73.9,grammar,vocabulary,DECLINING
1099,1,USER,299,1365,6,6,0,0,28.7,46.8,2,4,10,8,14,19,16,43,87,51.2,47.1,47.4,1.68,66,165,0,0,0.0,0.0,3,54.1,45.0,43.0,40.9,53.1,45.9,listening,writing,STABLE
1100,2,USER,359,3411,24,3,0,0,84.4,86.2,5,9,24,11,21,47,103,139,384,60.7,57.0,48.1,1.66,101,488,1,8,64.4,42.9,1,58.1,53.7,23.3,65.2,36.3,51.8,writing,reading,IMPROVING
1101,3,USER,292,2247,23,0,0,0,63.8,51.5,3,6,13,7,16,22,54,76,156,70.6,75.1,72.9,1.99,55,222,0,0,0.0,0.0,0,64.5,60.6,70.7,80.3,74.4,77.1,writing,speaking,STABLE
1102,12,USER,544,2464,2,2,0,0,54.1,73.2,3,8,16,7,16,28,37,96,221,60.1,58.9,62.1,1.77,53,288,3,6,50.6,55.9,1,70.2,55.9,58.5,50.0,81.8,77.7,vocabulary,writing,STABLE
1103,1,USER,219,1966,1,8,0,0,65.3,76.9,4,10,14,11,18,25,38,66,183,65.6,71.3,73.8,1.8,105,275,3,1,66.4,84.2,0,83.5,80.8,85.0,62.1,78.1,68.2,reading,writing,DECLINING
1104,7,USER,144,1492,11,4,100,1,72.3,69.3,4,9,17,3,6,14,50,69,120,57.6,54.7,52.7,1.83,64,138,0,2,0.0,58.4,3,62.3,37.8,45.6,54.2,45.9,56.6,listening,speaking,IMPROVING
1105,3,ADMIN,195,2335,4,3,0,0,77.0,72.2,2,8,13,7,14,23,86,123,200,66.8,70.9,71.2,1.84,111,247,4,3,65.2,78.5,0,68.9,71.4,78.6,59.6,63.7,76.0,reading,writing,STABLE
1106,2,USER,0,2023,1,5,0,0,54.0,58.0,4,8,19,4,11,30,41,77,158,31.5,33.2,33.8,1.73,79,234,2,2,68.3,40.5,1,36.4,49.2,35.7,59.3,29.7,27.8,writing,grammar,STABLE
1107,1,USER,0,851,7,6,0,0,31.0,16.4,1,2,3,1,2,3,4,10,19,58.5,53.2,51.8,1.79,6,24,0,0,0.0,0.0,3,57.9,50.5,49.8,37.5,60.0,49.2,vocabulary,writing,IMPROVING
1108,12,USER,0,1404,10,8,97,1,64.7,52.4,7,10,16,7,15,22,33,54,82,66.3,64.9,60.3,1.64,77,193,2,4,63.1,76.1,5,56.6,72.3,41.8,66.8,48.0,62.4,speaking,reading,IMPROVING
1109,3,USER,563,2455,24,6,193,1,91.8,100.0,6,11,19,18,24,37,48,98,257,50.7,51.0,49.1,1.65,123,401,4,4,64.8,52.1,0,58.9,52.4,36.7,58.4,52.5,83.0,grammar,reading,STABLE
1110,5,USER,72,2758,6,0,0,0,100.0,85.7,5,8,26,23,30,49,102,161,387,61.0,65.8,61.5,1.56,135,465,7,9,51.9,74.9,1,64.6,66.2,79.7,51.8,57.7,55.6,reading,writing,STABLE
1111,3,USER,182,1850,3,3,0,0,49.1,62.4,3,8,14,5,6,15,41,78,154,45.7,49.2,50.3,1.91,31,141,0,1,0.0,56.3,0,56.9,49.6,60.1,38.3,52.3,51.0,reading,writing,STABLE
1112,2,USER,473,1838,18,1,79,1,57.8,66.2,4,9,13,3,8,21,76,133,178,70.8,71.0,68.7,1.71,57,202,3,1,58.3,66.8,2,81.8,58.8,75.3,59.0,58.9,53.4,listening,grammar,STABLE
1113,5,USER,169,1620,9,0,0,0,52.1,56.5,4,7,11,5,9,21,45,80,111,61.0,61.6,60.7,1.73,75,220,2,2,58.7,85.5,0,67.5,71.3,61.9,46.6,57.8,66.8,speaking,writing,STABLE
1114,12,USER,310,1211,10,3,0,0,56.7,61.6,3,6,9,3,7,11,25,58,93,57.8,60.8,62.7,1.66,31,96,0,1,0.0,67.0,0,55.2,65.6,63.2,66.5,37.1,69.1,grammar,vocabulary,STABLE
1115,4,USER,248,1920,4,1,0,0,91.9,92.7,0,8,13,3,8,22,43,115,159,52.3,56.2,59.9,2.07,81,228,1,0,66.4,0.0,3,37.8,50.8,55.3,55.2,70.9,62.3,vocabulary,listening,DECLINING
1116,6,USER,178,1720,18,1,0,0,67.1,67.5,4,9,15,6,11,28,52,88,165,62.9,63.6,57.0,1.35,94,290,2,2,58.5,51.2,2,85.5,50.3,56.2,49.8,60.9,81.3,listening,writing,IMPROVING
1117,12,USER,635,1359,10,4,106,1,28.7,38.4,2,5,13,6,14,21,15,40,114,51.5,53.6,51.5,2.0,66,182,3,0,60.8,0.0,2,57.1,54.5,63.8,51.2,39.1,43.1,reading,vocabulary,STABLE
1118,2,USER,395,2332,6,6,0,0,88.1,71.8,3,10,21,10,26,49,73,172,273,39.1,44.4,45.9,1.7,173,438,4,2,70.5,64.6,0,54.2,56.7,42.9,66.1,49.9,43.9,writing,reading,DECLINING
1119,5,USER,31,1346,2,7,0,0,59.8,46.5,4,9,11,6,12,18,34,67,93,53.0,50.2,49.6,1.72,64,135,1,3,70.1,41.7,1,57.8,52.7,29.1,72.4,69.4,39.9,writing,reading,STABLE
1120,9,USER,0,1220,2,9,0,0,32.4,42.8,2,4,8,3,6,11,31,47,72,68.3,63.5,63.6,2.03,39,89,0,0,0.0,0.0,0,56.8,86.9,51.1,61.7,71.7,64.9,speaking,reading,STABLE
1121,10,USER,53,1994,8,3,0,0,47.6,56.7,2,9,17,14,19,29,28,62,171,42.4,48.9,45.3,1.54,97,257,2,1,41.5,44.6,3,46.1,43.7,41.7,48.0,29.8,42.1,writing,vocabulary,STABLE
1122,8,USER,0,1039,9,7,0,0,42.7,64.4,4,4,6,2,4,8,8,24,65,50.9,49.8,44.2,1.74,15,66,0,0,0.0,0.0,3,44.0,53.1,40.3,24.4,56.5,48.3,vocabulary,writing,IMPROVING
1123,6,USER,615,3196,19,0,121,1,80.3,97.7,4,10,23,20,33,45,86,148,391,60.2,61.2,58.5,1.6,167,540,2,4,81.7,55.5,0,59.0,55.1,68.6,70.8,54.5,66.4,writing,vocabulary,STABLE
1124,4,USER,437,2912,12,4,0,0,75.1,66.3,4,12,23,14,21,44,105,189,287,67.5,68.6,67.1,1.52,135,465,2,7,58.7,73.4,2,68.4,66.5,60.0,62.6,86.3,70.6,vocabulary,reading,STABLE
1125,3,USER,168,2047,5,0,0,0,56.4,85.8,3,9,11,5,10,26,64,143,198,54.5,52.5,55.5,1.96,50,206,2,1,40.1,80.5,2,36.4,72.6,58.0,37.9,49.6,54.3,speaking,listening,STABLE
1126,6,USER,318,1712,9,6,0,0,64.5,56.7,4,12,14,3,7,18,30,40,83,70.4,63.6,69.6,1.42,44,161,0,2,0.0,95.6,1,72.1,85.9,95.1,62.1,57.8,72.4,reading,vocabulary,STABLE
1127,10,USER,267,3688,21,0,0,0,92.0,87.4,6,12,23,17,23,56,113,253,499,84.3,75.1,71.7,1.69,159,592,8,6,66.6,50.1,0,46.5,56.7,73.0,67.7,65.1,82.3,grammar,listening,IMPROVING
1128,11,USER,161,1173,12,2,0,0,74.7,75.7,2,4,11,6,11,17,37,80,113,73.8,72.9,71.8,1.85,78,186,4,0,80.6,0.0,2,56.1,60.8,75.1,82.0,68.7,70.9,writing,listening,STABLE
1129,4,USER,98,1224,4,2,0,0,36.9,31.8,3,6,8,2,6,11,16,32,65,55.5,54.8,57.0,1.87,22,103,0,2,0.0,77.8,3,44.5,70.0,47.9,67.8,51.2,54.0,speaking,listening,STABLE
1130,8,USER,744,2750,11,2,263,1,93.8,100.0,4,8,23,7,14,39,70,161,239,77.0,76.5,78.7,1.47,117,453,4,3,81.5,72.6,0,63.8,76.4,72.8,77.1,58.8,89.2,grammar,vocabulary,STABLE
1131,12,USER,439,2674,10,0,0,0,81.0,74.7,3,11,26,24,32,45,94,171,243,49.6,44.4,51.8,1.93,114,418,1,2,46.5,44.7,0,47.4,45.5,52.3,43.4,45.5,68.8,grammar,writing,STABLE
1132,11,USER,535,2641,8,8,280,1,44.4,20.9,2,7,20,14,20,43,82,177,287,49.0,48.5,52.7,1.88,163,418,3,1,66.1,40.1,1,49.1,32.4,54.6,72.9,41.8,61.4,writing,speaking,STABLE
1133,8,USER,437,2323,7,3,104,1,79.4,86.2,3,8,17,14,23,38,55,104,268,37.0,47.6,50.0,1.59,175,413,4,2,48.8,40.2,1,45.8,42.6,54.6,38.2,66.0,54.1,vocabulary,writing,DECLINING
1134,4,USER,586,1895,10,5,0,0,86.1,84.5,3,8,13,11,18,26,46,86,159,66.3,70.5,77.2,2.21,81,280,3,0,77.3,0.0,5,94.4,56.6,78.2,81.3,86.1,70.1,listening,speaking,DECLINING
1135,9,USER,142,2278,5,7,0,0,84.8,80.3,4,10,16,14,18,29,53,117,176,70.2,72.2,67.2,1.75,111,273,3,4,73.0,67.8,0,61.2,70.0,65.5,68.5,52.2,85.2,grammar,vocabulary,STABLE
1136,4,USER,553,1763,5,7,0,0,43.4,37.8,1,7,12,5,10,20,39,99,146,64.4,71.9,68.8,1.79,101,224,1,1,81.9,82.6,0,70.5,79.7,65.7,75.6,49.6,65.9,speaking,vocabulary,DECLINING
1137,4,USER,608,1876,16,4,173,1,73.2,71.5,2,7,19,10,14,31,66,106,207,60.6,56.4,53.8,2.0,127,318,5,0,53.9,0.0,1,53.5,48.7,75.3,52.3,47.8,53.9,reading,vocabulary,IMPROVING
1138,9,USER,261,1816,17,0,0,0,84.6,86.3,4,5,11,7,11,24,83,105,233,62.8,62.9,64.6,1.45,84,235,3,0,80.0,0.0,0,55.6,61.2,62.2,83.6,52.2,48.1,writing,grammar,STABLE
1139,5,USER,284,1945,11,4,0,0,69.8,71.9,5,9,17,7,17,28,62,110,215,49.1,47.4,51.3,1.57,83,284,2,0,64.0,0.0,0,49.9,65.3,66.4,50.4,38.5,44.6,reading,vocabulary,STABLE
1140,10,ADMIN,0,1142,9,6,0,0,50.8,35.1,1,1,2,0,1,3,4,11,23,63.4,71.6,73.2,1.67,8,39,0,0,0.0,0.0,1,58.8,80.2,78.5,80.2,65.6,72.3,speaking,listening,DECLINING
1141,5,USER,233,1644,20,4,0,0,56.6,54.9,3,8,16,11,15,28,47,85,183,56.3,57.9,58.2,1.86,101,283,1,3,54.2,59.3,0,75.9,64.4,68.3,50.1,68.5,41.1,listening,grammar,STABLE
1142,9,USER,574,2144,16,4,313,1,65.8,66.5,3,9,21,13,19,31,38,103,195,63.2,62.6,61.2,1.97,156,341,2,2,62.7,58.7,1,51.0,55.2,64.6,63.5,63.9,58.9,reading,listening,STABLE
1143,10,USER,665,2410,21,2,0,0,71.8,79.0,5,7,25,20,28,41,76,166,352,35.4,41.7,39.1,1.94,143,398,8,4,51.4,31.0,2,37.6,33.0,36.3,44.1,51.9,61.1,grammar,speaking,STABLE
1144,9,USER,238,2958,12,2,0,0,93.1,100.0,5,13,22,13,19,40,159,222,371,58.5,58.1,58.1,1.71,186,411,8,2,77.8,59.1,1,48.4,46.2,71.3,71.4,66.9,64.1,writing,speaking,STABLE
1145,9,USER,449,2136,0,6,188,1,56.4,60.3,3,7,16,9,19,35,62,103,172,72.5,71.0,70.7,1.47,134,345,4,3,77.9,53.8,3,67.0,60.0,69.2,75.4,85.2,54.5,vocabulary,grammar,STABLE
1146,7,USER,6,1569,8,6,0,0,51.3,44.4,3,8,13,5,11,20,45,59,134,57.9,55.4,47.9,1.94,48,174,1,1,64.9,28.7,1,52.0,35.8,61.8,59.6,54.1,50.9,reading,speaking,IMPROVING
1147,3,USER,567,2496,21,5,0,0,90.1,86.5,3,12,25,10,15,31,72,92,234,71.7,69.5,69.2,1.34,135,322,1,8,76.1,77.9,0,48.6,85.6,70.5,68.7,57.6,61.2,speaking,listening,STABLE
1148,3,USER,391,1916,3,2,0,0,71.9,65.9,3,9,17,7,13,20,82,131,176,62.1,59.2,57.8,1.71,87,199,2,2,54.5,47.8,3,56.9,54.4,58.4,62.5,83.4,60.5,vocabulary,speaking,STABLE
1149,6,USER,262,2336,6,2,0,0,56.3,44.2,2,10,17,10,25,35,64,119,283,63.7,63.1,62.5,1.7,95,369,4,2,47.6,50.7,0,55.3,58.5,74.9,46.7,90.7,56.3,vocabulary,writing,STABLE
1150,11,USER,46,1800,13,8,0,0,76.0,91.7,5,9,16,11,16,35,114,154,232,44.0,40.9,38.2,1.59,116,288,4,4,50.2,44.8,1,19.7,51.7,52.0,46.8,47.7,69.2,grammar,listening,IMPROVING
1151,6,USER,0,1201,0,1,85,1,39.2,55.7,4,6,13,2,5,12,27,42,82,57.1,58.7,56.1,1.8,38,108,1,1,46.3,60.0,2,77.3,57.6,66.3,36.4,66.1,73.0,listening,writing,STABLE
1152,6,USER,372,1859,1,4,0,0,67.1,86.2,3,10,12,4,7,19,40,74,121,73.4,70.7,68.0,1.61,48,169,0,2,0.0,59.1,0,57.9,66.3,60.8,87.5,72.6,57.3,writing,grammar,STABLE
1153,4,USER,456,1514,7,1,0,0,51.2,70.8,3,6,12,7,9,22,45,100,135,61.1,65.1,61.1,1.9,67,211,0,1,0.0,61.9,0,73.8,63.5,55.5,60.8,58.1,50.3,listening,grammar,STABLE
1154,7,USER,297,2087,9,11,0,0,68.4,58.0,4,8,15,7,13,33,70,92,211,60.6,62.3,59.6,1.75,124,289,2,2,82.9,57.1,0,71.0,55.2,60.3,69.8,59.4,53.7,listening,grammar,STABLE
1155,2,USER,107,1596,10,4,0,0,65.5,48.3,7,9,12,11,14,21,57,109,151,61.5,56.8,55.8,1.68,39,179,2,1,42.4,68.1,0,71.9,56.7,47.7,53.5,41.5,47.4,listening,vocabulary,IMPROVING
1156,4,USER,625,2555,16,6,0,0,70.6,96.3,4,10,23,12,20,48,59,113,271,52.4,59.3,59.3,1.88,131,498,3,5,55.1,36.1,0,64.5,30.7,59.2,55.6,50.7,65.3,grammar,speaking,DECLINING
1157,9,USER,703,3898,12,5,0,0,85.7,84.4,5,11,24,18,27,56,77,199,424,53.3,53.0,54.4,1.78,240,530,7,5,45.4,54.7,0,53.7,47.7,54.8,39.1,54.0,61.6,grammar,writing,STABLE
1158,5,USER,355,1256,10,7,0,0,35.6,25.8,2,5,9,5,6,13,28,42,88,36.0,47.4,51.5,2.37,22,112,2,0,68.9,0.0,1,48.3,51.7,56.7,66.8,51.3,40.2,writing,grammar,DECLINING
1159,6,USER,134,1899,19,2,0,0,64.9,90.0,6,9,16,5,10,27,57,96,202,65.8,58.6,51.5,1.78,71,250,0,1,0.0,45.7,2,57.1,42.3,48.1,36.8,60.4,78.0,grammar,writing,IMPROVING
1160,4,USER,380,3243,21,0,0,0,60.5,53.1,5,11,22,15,24,53,78,155,402,52.2,51.8,56.0,1.53,232,521,10,2,69.5,60.7,0,60.5,55.1,66.3,64.0,42.8,60.2,reading,vocabulary,STABLE
1161,6,USER,349,1244,4,0,0,0,47.9,61.0,3,8,16,7,13,18,26,42,76,65.0,59.8,61.1,1.86,54,157,2,0,59.4,0.0,0,58.5,54.6,61.5,50.8,45.4,77.3,grammar,vocabulary,STABLE
1162,12,USER,202,3127,16,0,0,0,76.2,78.2,4,14,28,13,29,51,169,246,424,62.0,61.8,56.2,1.98,167,507,3,4,53.7,77.8,0,52.7,63.5,59.5,55.3,48.3,58.9,speaking,vocabulary,IMPROVING
1163,12,USER,140,1539,7,5,150,1,25.8,38.0,3,4,8,7,9,15,56,74,129,62.6,66.3,65.7,2.04,55,151,0,0,0.0,0.0,0,56.6,48.1,62.0,96.2,62.3,74.1,writing,speaking,STABLE
1164,8,USER,273,1144,4,6,0,0,54.5,87.4,5,5,6,3,4,9,12,19,46,59.1,57.8,57.3,1.91,19,75,0,0,0.0,0.0,0,66.4,64.7,47.3,75.1,48.7,58.6,writing,reading,STABLE
1165,7,USER,605,3293,16,5,0,0,75.2,100.0,6,7,19,6,18,50,152,195,296,91.3,80.5,74.9,1.39,107,503,3,5,77.6,75.6,1,54.9,75.4,69.1,80.4,65.6,73.5,writing,listening,IMPROVING
1166,11,USER,669,417,11,9,334,1,57.9,54.1,2,4,7,1,2,5,15,34,46,49.5,47.7,48.8,1.85,18,50,0,0,0.0,0.0,0,37.7,46.8,53.4,61.2,45.1,52.6,writing,listening,STABLE
1167,12,USER,518,1643,10,0,354,1,43.4,30.7,4,6,10,2,7,14,47,63,128,56.0,58.2,55.6,1.96,75,168,1,0,41.4,0.0,0,62.7,57.7,54.1,49.8,44.7,68.0,grammar,vocabulary,STABLE
1168,10,USER,155,1401,16,2,0,0,46.8,40.5,3,6,11,4,8,14,20,56,94,52.1,51.6,52.6,2.06,50,128,0,3,0.0,54.7,3,31.3,51.8,62.7,53.5,59.4,50.9,reading,listening,STABLE
1169,8,USER,360,1857,0,4,0,0,84.3,90.3,3,5,15,5,8,22,30,76,141,71.6,77.3,74.0,1.71,74,239,4,3,56.7,74.4,1,93.2,72.3,67.0,49.1,75.3,63.3,listening,writing,STABLE
1170,6,USER,337,2412,8,2,0,0,67.0,69.3,3,11,15,9,18,34,59,139,246,67.8,67.9,63.2,1.45,143,331,6,3,76.6,46.4,0,70.6,35.7,57.1,78.1,64.5,58.8,writing,speaking,STABLE
1171,3,ADMIN,27,2329,7,4,0,0,64.3,50.8,2,8,14,10,14,21,34,94,142,65.5,63.5,66.2,1.51,98,216,2,0,68.6,0.0,0,68.9,63.0,56.7,69.2,63.7,69.6,grammar,reading,STABLE
